symbol,exchange,stock_name,list_date,delist_date,is_active,source,run_id,update_time
000567,SZ,海德股份,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000568,SZ,泸州老窖,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000570,SZ,苏常柴Ａ,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000571,SZ,新大洲A,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000572,SZ,海马汽车,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000573,SZ,粤宏远Ａ,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000576,SZ,甘化科工,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000581,SZ,威孚高科,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000582,SZ,北部湾港,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000586,SZ,汇源通信,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000589,SZ,贵州轮胎,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000590,SZ,古汉医药,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000591,SZ,太阳能,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
000592,SZ,平潭发展,,,True,akshare.stock_info_a_code_name,week1_data_engineer_20260707_20260707T140842,2026-07-07T14:08:50
